id,n_docs,n_articles,orphan_docs_total,orphan_docs_name_matched,orphan_docs_truly_missing,orphan_articles,doc_mismatch_articles,unbacked_answer_mentions
1522,2,2,39/2003/NĐ-CP,,39/2003/NĐ-CP,39/2003/NĐ-CP|Điều 8,,
1523,2,2,,,,,,
1524,8,8,90/2025/QH15;63/NQ-CP;41/NQ-CP;29-CP;96/2011/TT-BTC;33/2011/TT-BKHCN;182/2024/NĐ-CP,33/2011/TT-BKHCN,90/2025/QH15;63/NQ-CP;41/NQ-CP;29-CP;96/2011/TT-BTC;182/2024/NĐ-CP,90/2025/QH15|Điều 1;29-CP|Điều 16;29-CP|Điều 17;96/2011/TT-BTC|Điều 6;33/2011/TT-BKHCN|Điều 7;182/2024/NĐ-CP|Điều 22;33/2011/TT-BKHCN|Điều 6,,
1525,2,1,,,,,,
1526,1,1,91/2015/QH13,,91/2015/QH13,91/2015/QH13|Điều 420,,
1527,4,3,28/2008/TT-BTC;12/VBHN-BTC;29/VBHN-VPQH,28/2008/TT-BTC;12/VBHN-BTC,29/VBHN-VPQH,10/2021/TT-BTC|Điều 11;12/VBHN-BTC|Điều 15;29/VBHN-VPQH|Điều 105,,
1528,4,5,25/VBHN-BTC,,25/VBHN-BTC,25/VBHN-BTC|Điều 46;25/VBHN-BTC|Điều 47,,
1529,6,3,100/2004/NĐ-CP;128/1998/TT-BTC;41/2004/TT-BTC;11-TC/TCT,,100/2004/NĐ-CP;128/1998/TT-BTC;41/2004/TT-BTC;11-TC/TCT,49/2016/NĐ-CP|Điều 3;102/2021/NĐ-CP|Điều 1;100/2004/NĐ-CP|Điều 10,,
1530,8,5,84/2015/QH13;02-LĐTBXH-TT;04/2014/TT-BLĐTBXH;10/1998/TT-BLĐTBXH;10/2012/QH13;06/CP;107/1999/TT-BNN-CS,84/2015/QH13;02-LĐTBXH-TT;04/2014/TT-BLĐTBXH;10/1998/TT-BLĐTBXH;06/CP;107/1999/TT-BNN-CS,10/2012/QH13,84/2015/QH13|Điều 23;04/2014/TT-BLĐTBXH|Điều 6;10/2012/QH13|Điều 149;06/CP|Điều 15,,
1531,6,4,70/2025/NĐ-CP;129/2008/TT-BTC;64/2013/TT-BTC;134/2007/TT-BTC;25/VBHN-BTC,64/2013/TT-BTC,70/2025/NĐ-CP;129/2008/TT-BTC;134/2007/TT-BTC;25/VBHN-BTC,70/2025/NĐ-CP|Điều 1;64/2013/TT-BTC|Điều 33;25/VBHN-BTC|Điều 9,,51/2010/NĐ-CP
1532,4,3,19/2016/NQ-CP;03/2001/TT-BTC;28/2011/TT-BTC,03/2001/TT-BTC,19/2016/NQ-CP;28/2011/TT-BTC,03/2001/TT-BTC|Điều 39;28/2011/TT-BTC|Điều 39,,
1533,4,6,45/2019/QH14;71/2006/QH11;10/2012/QH13;74/2006/QH11,45/2019/QH14;71/2006/QH11,10/2012/QH13;74/2006/QH11,45/2019/QH14|Điều 203;45/2019/QH14|Điều 199;71/2006/QH11|Điều 17;10/2012/QH13|Điều 214;10/2012/QH13|Điều 6;74/2006/QH11|Điều 179,,
1534,9,9,53/2007/NĐ-CP;59/2020/QH14;155/2013/NĐ-CP;68/2014/QH13;82/2020/NĐ-CP;78/2015/NĐ-CP;168/2025/NĐ-CP;43/2010/NĐ-CP,53/2007/NĐ-CP;155/2013/NĐ-CP;82/2020/NĐ-CP,59/2020/QH14;68/2014/QH13;78/2015/NĐ-CP;168/2025/NĐ-CP;43/2010/NĐ-CP,53/2007/NĐ-CP|Điều 44;59/2020/QH14|Điều 45;155/2013/NĐ-CP|Điều 20;68/2014/QH13|Điều 46;82/2020/NĐ-CP|Điều 25;78/2015/NĐ-CP|Điều 48;168/2025/NĐ-CP|Điều 56;43/2010/NĐ-CP|Điều 33,,
1535,4,4,35-L/CTN;41-CP;45/2019/QH14,35-L/CTN;41-CP;45/2019/QH14,,35-L/CTN|Điều 84;45/2019/QH14|Điều 122,,
1536,2,2,,,,34/2014/TT-NHNN|Điều 9,,
1537,2,2,90/2025/QH15,,90/2025/QH15,25/2016/NĐ-CP|Điều 15;90/2025/QH15|Điều 1,,
1538,8,10,13/1999/QH10;59/2020/QH14;60/2005/QH11;68/2014/QH13;03/2000/NĐ-CP;39-CP;67/VBHN-VPQH;01/2009/TT-BKH,13/1999/QH10;59/2020/QH14;60/2005/QH11,68/2014/QH13;03/2000/NĐ-CP;39-CP;67/VBHN-VPQH;01/2009/TT-BKH,13/1999/QH10|Điều 96;59/2020/QH14|Điều 187;60/2005/QH11|Điều 140;60/2005/QH11|Điều 135;68/2014/QH13|Điều 176;03/2000/NĐ-CP|Điều 27;03/2000/NĐ-CP|Điều 28;39-CP|Điều 30;67/VBHN-VPQH|Điều 17;01/2009/TT-BKH|Điều 2,,
1539,7,9,45/2019/QH14;35-L/CTN;114/2002/NĐ-CP;197-CP;374/2025/NĐ-CP;10/2012/QH13;18/VBHN-VPQH,45/2019/QH14;35-L/CTN;18/VBHN-VPQH,114/2002/NĐ-CP;197-CP;374/2025/NĐ-CP;10/2012/QH13,45/2019/QH14|Điều 128;35-L/CTN|Điều 92;35-L/CTN|Điều 67;114/2002/NĐ-CP|Điều 12;197-CP|Điều 11;114/2002/NĐ-CP|Điều 13;374/2025/NĐ-CP|Điều 7;10/2012/QH13|Điều 100;18/VBHN-VPQH|Điều 101,,
1540,4,4,108/2025/QH15;32/2011/TT-BTC;25/VBHN-BTC,,108/2025/QH15;32/2011/TT-BTC;25/VBHN-BTC,108/2025/QH15|Điều 26;70/2025/NĐ-CP|Điều 1;32/2011/TT-BTC|Điều 11;25/VBHN-BTC|Điều 15,,
1541,5,2,43/2010/NĐ-CP;68/2003/TT-BTC;79/1998/TT-BTC,,43/2010/NĐ-CP;68/2003/TT-BTC;79/1998/TT-BTC,43/2010/NĐ-CP|Điều 8,,
1542,6,10,59/2020/QH14;68/2014/QH13;102/2010/NĐ-CP;139/2007/NĐ-CP;57/2026/NĐ-CP;23/2022/NĐ-CP,59/2020/QH14,68/2014/QH13;102/2010/NĐ-CP;139/2007/NĐ-CP;57/2026/NĐ-CP;23/2022/NĐ-CP,59/2020/QH14|Điều 204;68/2014/QH13|Điều 197;59/2020/QH14|Điều 203;102/2010/NĐ-CP|Điều 32;139/2007/NĐ-CP|Điều 20;102/2010/NĐ-CP|Điều 31;57/2026/NĐ-CP|Điều 55;57/2026/NĐ-CP|Điều 80;139/2007/NĐ-CP|Điều 19;23/2022/NĐ-CP|Điều 33,,
1543,2,2,47/2010/NĐ-CP;45/2019/QH14,45/2019/QH14,47/2010/NĐ-CP,47/2010/NĐ-CP|Điều 8;45/2019/QH14|Điều 41,,
1544,1,1,,,,,,
1545,3,3,68/2014/QH13,68/2014/QH13,,68/2014/QH13|Điều 151,,1/3
1546,8,6,203/2012/TT-BTC;56/2024/QH15;22-TC/CĐKT;52-L/CTN;14/1998/TT-BTC;60-TC/CĐKT;122/2004/TT-BTC,22-TC/CĐKT;14/1998/TT-BTC,203/2012/TT-BTC;56/2024/QH15;52-L/CTN;60-TC/CĐKT;122/2004/TT-BTC,203/2012/TT-BTC|Điều 3;11/VBHN-VPQH|Điều 36;56/2024/QH15|Điều 3;52-L/CTN|Điều 37;203/2012/TT-BTC|Điều 6,,
1547,3,3,48-L/CTN,48-L/CTN,,,,
1548,6,3,95/2016/TT-BTC;68/2003/TT-BTC;29/VBHN-VPQH,29/VBHN-VPQH,95/2016/TT-BTC;68/2003/TT-BTC,95/2016/TT-BTC|Điều 11;29/VBHN-VPQH|Điều 34,,
1549,6,10,59/2020/QH14;133/2016/TT-BTC;68/2014/QH13;200/2014/TT-BTC;04/VBHN-BTC,59/2020/QH14,133/2016/TT-BTC;68/2014/QH13;200/2014/TT-BTC;04/VBHN-BTC,59/2020/QH14|Điều 176;59/2020/QH14|Điều 197;99/2025/TT-BTC|Điều 31;133/2016/TT-BTC|Điều 82;68/2014/QH13|Điều 191;133/2016/TT-BTC|Điều 81;200/2014/TT-BTC|Điều 115;04/VBHN-BTC|Điều 111;04/VBHN-BTC|Điều 115,,
1550,2,2,,,,,,78/2009/NĐ-CP
1551,1,2,,,,112/2021/NĐ-CP|Điều 13,,
1552,6,6,35-L/CTN;45/2019/QH14;22/2022/TT-BCA;10/2012/QH13;45-LCT/HĐNN8,35-L/CTN;45/2019/QH14,22/2022/TT-BCA;10/2012/QH13;45-LCT/HĐNN8,35-L/CTN|Điều 35;45/2019/QH14|Điều 30;22/2022/TT-BCA|Điều 18;10/2012/QH13|Điều 32;45-LCT/HĐNN8|Điều 19,,
1553,3,4,107/2016/QH13;19/VBHN-VPQH,107/2016/QH13;19/VBHN-VPQH,,107/2016/QH13|Điều 3;107/2016/QH13|Điều 2;19/VBHN-VPQH|Điều 13,,
1554,9,10,40-CP;382-HĐBT;99/2020/TT-BTC;4-TN/PC;60/2005/QH11;82-CP;71/2001/TT-BTC;01/2013/TT-BKHĐT,01/2013/TT-BKHĐT,40-CP;382-HĐBT;99/2020/TT-BTC;4-TN/PC;60/2005/QH11;82-CP;71/2001/TT-BTC,40-CP|Điều 12;40-CP|Điều 5;382-HĐBT|Điều 10;99/2020/TT-BTC|Điều 8;4-TN/PC|Điều 6;60/2005/QH11|Điều 31;82-CP|Điều 18;71/2001/TT-BTC|Điều 1;01/2013/TT-BKHĐT|Điều 13,,
1555,2,3,,,,14/2011/NĐ-CP|Điều 4,,
1556,8,10,270B-NQ/HĐNN8;84/1998/NĐ-CP;360/2025/NĐ-CP;28/2011/TT-BTC;64/2009/TT-BTC;02/VBHN-VPQH;119/2003/TT-BTC,270B-NQ/HĐNN8;84/1998/NĐ-CP;360/2025/NĐ-CP;64/2009/TT-BTC;02/VBHN-VPQH;119/2003/TT-BTC,28/2011/TT-BTC,05/1998/QH10|Điều 4;270B-NQ/HĐNN8|Điều 5;84/1998/NĐ-CP|Điều 13;360/2025/NĐ-CP|Điều 4;28/2011/TT-BTC|Điều 12;64/2009/TT-BTC|Điều 4;02/VBHN-VPQH|Điều 4;119/2003/TT-BTC|Điều 2,,
1557,2,1,,,,,,
1558,2,3,,,,170/2003/NĐ-CP|Điều 11,,
1559,8,7,60/2005/QH11;88/2006/NĐ-CP;01/2021/NĐ-CP;05/1998/TTLT-BKHĐT-BTP;210/2012/TT-BTC;5019/VBHN-BKHĐT,88/2006/NĐ-CP;01/2021/NĐ-CP;05/1998/TTLT-BKHĐT-BTP;5019/VBHN-BKHĐT,60/2005/QH11;210/2012/TT-BTC,60/2005/QH11|Điều 60;88/2006/NĐ-CP|Điều 31;01/2021/NĐ-CP|Điều 51;210/2012/TT-BTC|Điều 39;5019/VBHN-BKHĐT|Điều 40,,
1560,1,1,,,,,,
1561,1,1,,,,,,119/2018/NĐ-CP
1562,1,1,60/2014/QH13,60/2014/QH13,,60/2014/QH13|Điều 10,,
1563,5,8,45/2019/QH14;35-L/CTN;33/2003/NĐ-CP;10/2012/QH13;35/2002/QH10,33/2003/NĐ-CP;35/2002/QH10,45/2019/QH14;35-L/CTN;10/2012/QH13,45/2019/QH14|Điều 123;35-L/CTN|Điều 85;45/2019/QH14|Điều 125;33/2003/NĐ-CP|Điều 1;10/2012/QH13|Điều 124;35-L/CTN|Điều 86;35/2002/QH10|Điều 1;10/2012/QH13|Điều 126,,
1564,7,8,45/2019/QH14;35-L/CTN;44/2003/NĐ-CP;45-LCT/HĐNN8;35/2002/QH10;198-CP,45/2019/QH14;35-L/CTN,44/2003/NĐ-CP;45-LCT/HĐNN8;35/2002/QH10;198-CP,45/2019/QH14|Điều 33;35-L/CTN|Điều 29;44/2013/NĐ-CP|Điều 5;44/2003/NĐ-CP|Điều 8;35-L/CTN|Điều 8;45-LCT/HĐNN8|Điều 17;35/2002/QH10|Điều 1;198-CP|Điều 12,,
1565,9,10,59/2020/QH14;17/2023/QH15;13/1999/QH10;68/2014/QH13;23/2012/QH13;95/2017/TT-BTC;121/2012/TT-BTC;116/2020/TT-BTC;07/2016/TT-BTC,59/2020/QH14,17/2023/QH15;13/1999/QH10;68/2014/QH13;23/2012/QH13;95/2017/TT-BTC;121/2012/TT-BTC;116/2020/TT-BTC;07/2016/TT-BTC,59/2020/QH14|Điều 150;17/2023/QH15|Điều 57;59/2020/QH14|Điều 158;13/1999/QH10|Điều 78;68/2014/QH13|Điều 154;23/2012/QH13|Điều 35;95/2017/TT-BTC|Điều 23;121/2012/TT-BTC|Điều 22;116/2020/TT-BTC|Điều 23;07/2016/TT-BTC|Điều 29,,
1566,7,10,91/2015/QH13;33/2005/QH11;44-L/CTN;173/2025/NĐ-CP;16/2025/TT-BNV;36/2005/QH11;76/2015/NĐ-CP,,91/2015/QH13;33/2005/QH11;44-L/CTN;173/2025/NĐ-CP;16/2025/TT-BNV;36/2005/QH11;76/2015/NĐ-CP,91/2015/QH13|Điều 428;91/2015/QH13|Điều 569;33/2005/QH11|Điều 426;44-L/CTN|Điều 420;33/2005/QH11|Điều 525;173/2025/NĐ-CP|Điều 11;16/2025/TT-BNV|Điều 5;173/2025/NĐ-CP|Điều 10;36/2005/QH11|Điều 311;76/2015/NĐ-CP|Điều 6,,
1567,4,6,01/2014/TT-BLĐTBXH;35/2017/TT-BLĐTBXH;4947/VBHN-BLĐTBXH,,01/2014/TT-BLĐTBXH;35/2017/TT-BLĐTBXH;4947/VBHN-BLĐTBXH,145/2020/NĐ-CP|Điều 25;01/2014/TT-BLĐTBXH|Điều 10;01/2014/TT-BLĐTBXH|Điều 8;35/2017/TT-BLĐTBXH|Điều 5;4947/VBHN-BLĐTBXH|Điều 13,,05/PLIII
1568,1,2,23/2018/QH14,23/2018/QH14,,23/2018/QH14|Điều 42;23/2018/QH14|Điều 41,,
1569,3,3,82/1998/TT-BTC,,82/1998/TT-BTC,,,
1570,1,1,35-L/CTN,35-L/CTN,,35-L/CTN|Điều 60,,
1571,1,1,,,,,,
1572,3,3,59/2020/QH14;13/1999/QH10;68/2014/QH13,59/2020/QH14;13/1999/QH10;68/2014/QH13,,59/2020/QH14|Điều 74;13/1999/QH10|Điều 26;68/2014/QH13|Điều 47,,
1573,3,5,36/2005/QH11;33/2005/QH11;91/2015/QH13,36/2005/QH11;33/2005/QH11,91/2015/QH13,36/2005/QH11|Điều 82;33/2005/QH11|Điều 526;91/2015/QH13|Điều 521;36/2005/QH11|Điều 84;33/2005/QH11|Điều 524,,
1574,3,5,45/2019/QH14;10/2012/QH13;35/2002/QH10,10/2012/QH13,45/2019/QH14;35/2002/QH10,45/2019/QH14|Điều 137;10/2012/QH13|Điều 158;35/2002/QH10|Điều 1;45/2019/QH14|Điều 139;10/2012/QH13|Điều 155,,
1575,4,5,44-L/CTN;19/2016/NQ-CP,,44-L/CTN;19/2016/NQ-CP,03/VBHN-BXD|Điều 24;44-L/CTN|Điều 272;03/VBHN-BXD|Điều 7,,
1576,3,4,45/2019/QH14;12/2022/NĐ-CP,,45/2019/QH14;12/2022/NĐ-CP,45/2019/QH14|Điều 125;45/2019/QH14|Điều 3;12/2022/NĐ-CP|Điều 11,,
1577,3,6,36/2005/QH11;194-CP;24/2003/NĐ-CP,36/2005/QH11,194-CP;24/2003/NĐ-CP,36/2005/QH11|Điều 106;36/2005/QH11|Điều 107;24/2003/NĐ-CP|Điều 14;24/2003/NĐ-CP|Điều 19;194-CP|Điều 13,,
1578,5,3,19/2016/NQ-CP;87-CP;19-2017/NQ-CP;108/2009/NĐ-CP,,19/2016/NQ-CP;87-CP;19-2017/NQ-CP;108/2009/NĐ-CP,108/2009/NĐ-CP|Điều 26,,
1579,4,4,59/2020/QH14;60/2005/QH11;68/2014/QH13;13/1999/QH10,59/2020/QH14;60/2005/QH11;68/2014/QH13,13/1999/QH10,59/2020/QH14|Điều 35;60/2005/QH11|Điều 29;68/2014/QH13|Điều 36;13/1999/QH10|Điều 22,,
1580,2,2,109/2008/NĐ-CP,,109/2008/NĐ-CP,109/2008/NĐ-CP|Điều 13,,
1581,6,4,84/2015/QH13;02-LĐTBXH-TT;107/1999/TT-BNN-CS;10/1998/TT-BLĐTBXH;10/2012/QH13,02-LĐTBXH-TT;107/1999/TT-BNN-CS;10/1998/TT-BLĐTBXH,84/2015/QH13;10/2012/QH13,84/2015/QH13|Điều 23;25/2022/TT-BLĐTBXH|Điều 6;10/2012/QH13|Điều 149,,
1582,6,9,45/2019/QH14;35-L/CTN;44/2013/NĐ-CP;19-LĐTBXH/TT;10/2012/QH13;45-LCT/HĐNN8,45/2019/QH14;35-L/CTN;44/2013/NĐ-CP,19-LĐTBXH/TT;10/2012/QH13;45-LCT/HĐNN8,45/2019/QH14|Điều 35;35-L/CTN|Điều 38;35-L/CTN|Điều 37;45/2019/QH14|Điều 41;44/2013/NĐ-CP|Điều 5;10/2012/QH13|Điều 38;10/2012/QH13|Điều 37;45-LCT/HĐNN8|Điều 21;45-LCT/HĐNN8|Điều 22,,
1583,5,5,141/2018/NĐ-CP;19/2005/TT-BTM;24/2014/TT-BCT;13/VBHN-BCT,19/2005/TT-BTM;24/2014/TT-BCT;13/VBHN-BCT,141/2018/NĐ-CP,141/2018/NĐ-CP|Điều 1;24/2014/TT-BCT|Điều 21;24/2014/TT-BCT|Điều 15,,
1584,1,1,194-CP,194-CP,,,,
1585,9,6,45/2019/QH14;35-L/CTN;12-TT-LB;18/LĐTBXH-TT;14-LĐ/TT;4753/VBHN-BLĐTBXH;06-LĐ/TT;12/2003/TT-BLĐTBXH,45/2019/QH14;35-L/CTN,12-TT-LB;18/LĐTBXH-TT;14-LĐ/TT;4753/VBHN-BLĐTBXH;06-LĐ/TT;12/2003/TT-BLĐTBXH,45/2019/QH14|Điều 108;35-L/CTN|Điều 61;45/2019/QH14|Điều 107;4753/VBHN-BLĐTBXH|Điều 25;12/2003/TT-BLĐTBXH|Điều 72,,
1586,3,5,23/2018/QH14;27/2004/QH11;14/VBHN-BCT,23/2018/QH14,27/2004/QH11;14/VBHN-BCT,23/2018/QH14|Điều 35;27/2004/QH11|Điều 22;23/2018/QH14|Điều 36;27/2004/QH11|Điều 24;14/VBHN-BCT|Điều 38,,
1587,5,8,29/VBHN-VPQH;64/2013/TT-BTC;51/2010/NĐ-CP,64/2013/TT-BTC;51/2010/NĐ-CP,29/VBHN-VPQH,68/2019/TT-BTC|Điều 6;29/VBHN-VPQH|Điều 91;64/2013/TT-BTC|Điều 7;64/2013/TT-BTC|Điều 3;51/2010/NĐ-CP|Điều 15;25/VBHN-BTC|Điều 55,,119/2018/NĐ-CP
1588,5,6,28/2011/TT-BTC;14/VBHN-BTC;03/VBHN-VPQH;25/VBHN-BTC,14/VBHN-BTC;03/VBHN-VPQH;25/VBHN-BTC,28/2011/TT-BTC,28/2011/TT-BTC|Điều 9;14/VBHN-BTC|Điều 10;03/VBHN-VPQH|Điều 107;03/VBHN-VPQH|Điều 34;25/VBHN-BTC|Điều 20,,
1589,1,1,,,,,,194/CP;32/1999/NĐ-CP;87/CP
1590,6,9,119/2015/NĐ-CP;20/2022/NĐ-CP;50/2022/TT-BTC;329/2016/TT-BTC;76/2003/TT-BTC,,119/2015/NĐ-CP;20/2022/NĐ-CP;50/2022/TT-BTC;329/2016/TT-BTC;76/2003/TT-BTC,119/2015/NĐ-CP|Điều 3;119/2015/NĐ-CP|Điều 4;20/2022/NĐ-CP|Điều 1;50/2022/TT-BTC|Điều 11;50/2022/TT-BTC|Điều 32;329/2016/TT-BTC|Điều 23;329/2016/TT-BTC|Điều 3,,
1591,2,0,,,,,,
1592,2,2,45/2019/QH14,45/2019/QH14,,45/2019/QH14|Điều 201,,125/VBHN-VPQHN
1593,3,3,85/2025/QH15;24/2004/QH11,85/2025/QH15;24/2004/QH11,,85/2025/QH15|Điều 1;24/2004/QH11|Điều 243,,
1594,1,1,44-L/CTN,,44-L/CTN,,,
1595,3,3,11/VBHN-BTC,,11/VBHN-BTC,49/2016/NĐ-CP|Điều 1;11/VBHN-BTC|Điều 12,,
1596,4,5,;35/2020/TT-BTC;27/2001/NĐ-CP;3206/VBHN-BVHTTDL,35/2020/TT-BTC,;27/2001/NĐ-CP;3206/VBHN-BVHTTDL,35/2020/TT-BTC|Điều 1;27/2001/NĐ-CP|Điều 7;3206/VBHN-BVHTTDL|Điều 48,,
1597,4,6,45/2019/QH14;35-L/CTN;10/2022/QH15,45/2019/QH14;35-L/CTN,10/2022/QH15,45/2019/QH14|Điều 16;45/2019/QH14|Điều 44;35-L/CTN|Điều 83;145/2020/NĐ-CP|Điều 40;10/2022/QH15|Điều 65,,
1598,7,9,45/2000/NĐ-CP;46/2023/NĐ-CP;72/2006/NĐ-CP;11/2006/TT-BTM;82-CP;143/2016/TT-BTC,82-CP;143/2016/TT-BTC,45/2000/NĐ-CP;46/2023/NĐ-CP;72/2006/NĐ-CP;11/2006/TT-BTM,100/2011/NĐ-CP|Điều 18;45/2000/NĐ-CP|Điều 9;46/2023/NĐ-CP|Điều 58;72/2006/NĐ-CP|Điều 10;72/2006/NĐ-CP|Điều 11;82-CP|Điều 2;82-CP|Điều 9;143/2016/TT-BTC|Điều 3,,
1599,2,1,35-L/CTN,35-L/CTN,,35-L/CTN|Điều 146,,
1600,7,6,;15/VBHN-BNNPTNT;164/2013/NĐ-CP;154/2013/NĐ-CP;205/2025/NĐ-CP,,;15/VBHN-BNNPTNT;164/2013/NĐ-CP;154/2013/NĐ-CP;205/2025/NĐ-CP,15/VBHN-BNNPTNT|Điều 12;164/2013/NĐ-CP|Điều 1;154/2013/NĐ-CP|Điều 11;205/2025/NĐ-CP|Điều 1,,175/CP;490/1998/TT-BKHCNMT
1601,9,9,35-L/CTN;84/2015/QH13;45/2019/QH14;25/2003/TT-BLĐTBXH;30/2013/TT-BLĐTBXH;21/LĐTBXH-TT;61-LCT/HĐNN8;10/2012/QH13;44/2013/NĐ-CP,35-L/CTN;45/2019/QH14;25/2003/TT-BLĐTBXH;44/2013/NĐ-CP,84/2015/QH13;30/2013/TT-BLĐTBXH;21/LĐTBXH-TT;61-LCT/HĐNN8;10/2012/QH13,35-L/CTN|Điều 8;35-L/CTN|Điều 95;84/2015/QH13|Điều 38;45/2019/QH14|Điều 149;30/2013/TT-BLĐTBXH|Điều 15;21/LĐTBXH-TT|Điều 12;61-LCT/HĐNN8|Điều 24;10/2012/QH13|Điều 6;44/2013/NĐ-CP|Điều 5,,
1602,2,1,60-TC/CĐKT,,60-TC/CĐKT,,,
1603,2,1,1350-KCM/TT,,1350-KCM/TT,,,
1604,2,2,24-CP;155/2013/NĐ-CP,24-CP;155/2013/NĐ-CP,,155/2013/NĐ-CP|Điều 14,,
1605,9,9,100/2004/NĐ-CP;120/2005/NĐ-CP;166/2013/TT-BTC;86/2010/NĐ-CP;186/2013/TT-BTC;41/2004/TT-BTC;47/2010/NĐ-CP,100/2004/NĐ-CP;166/2013/TT-BTC;86/2010/NĐ-CP;186/2013/TT-BTC;41/2004/TT-BTC,120/2005/NĐ-CP;47/2010/NĐ-CP,310/2025/NĐ-CP|Điều 1;100/2004/NĐ-CP|Điều 17;120/2005/NĐ-CP|Điều 49;166/2013/TT-BTC|Điều 21;86/2010/NĐ-CP|Điều 54;186/2013/TT-BTC|Điều 17;47/2010/NĐ-CP|Điều 30;125/2020/NĐ-CP|Điều 46,,
1606,5,7,108/2025/QH15;25/VBHN-BTC;29/VBHN-VPQH;68/2019/TT-BTC,,108/2025/QH15;25/VBHN-BTC;29/VBHN-VPQH;68/2019/TT-BTC,108/2025/QH15|Điều 26;70/2025/NĐ-CP|Điều 1;25/VBHN-BTC|Điều 53;25/VBHN-BTC|Điều 56;29/VBHN-VPQH|Điều 93;68/2019/TT-BTC|Điều 6;68/2019/TT-BTC|Điều 20,,
1607,5,10,36/2005/QH11;45/2000/NĐ-CP;72/2006/NĐ-CP;82-CP,36/2005/QH11,45/2000/NĐ-CP;72/2006/NĐ-CP;82-CP,36/2005/QH11|Điều 16;36/2005/QH11|Điều 18;45/2000/NĐ-CP|Điều 3;100/2011/NĐ-CP|Điều 11;45/2000/NĐ-CP|Điều 12;72/2006/NĐ-CP|Điều 28;82-CP|Điều 21;82-CP|Điều 17;72/2006/NĐ-CP|Điều 2,,
1608,3,5,45/2019/QH14;10/2012/QH13,45/2019/QH14,10/2012/QH13,45/2019/QH14|Điều 56;45/2019/QH14|Điều 58;10/2012/QH13|Điều 56;10/2012/QH13|Điều 55,,
1609,5,5,85-CP;11-CP;120/2005/TT-BTC;44-L/CTN;17/1999/NĐ-CP,,85-CP;11-CP;120/2005/TT-BTC;44-L/CTN;17/1999/NĐ-CP,44-L/CTN|Điều 715;17/1999/NĐ-CP|Điều 21,,
1610,1,2,36/2005/QH11,36/2005/QH11,,36/2005/QH11|Điều 70;36/2005/QH11|Điều 71,,
1611,3,3,60/2005/QH11;13/1999/QH10,60/2005/QH11;13/1999/QH10,,60/2005/QH11|Điều 94;13/1999/QH10|Điều 68,,
1612,1,1,36/2005/QH11,36/2005/QH11,,36/2005/QH11|Điều 291,,
1613,10,9,68/2014/QH13;14/2003/QH11;60/2005/QH11;59/2020/QH14;47-LCT/HĐNN8;71/2017/NĐ-CP;13/1999/QH10;06/2002/TT-NHNN;121/2012/TT-BTC;17/2023/QH15,68/2014/QH13;14/2003/QH11;60/2005/QH11,59/2020/QH14;47-LCT/HĐNN8;71/2017/NĐ-CP;13/1999/QH10;06/2002/TT-NHNN;121/2012/TT-BTC;17/2023/QH15,68/2014/QH13|Điều 152;14/2003/QH11|Điều 32;60/2005/QH11|Điều 111;59/2020/QH14|Điều 156;47-LCT/HĐNN8|Điều 38;71/2017/NĐ-CP|Điều 12;13/1999/QH10|Điều 81;121/2012/TT-BTC|Điều 10;17/2023/QH15|Điều 67,,
1614,10,8,45/2019/QH14;35-L/CTN;85/2015/NĐ-CP;12/2022/NĐ-CP;95/2013/NĐ-CP;195-CP;10/2012/QH13;05-TT/LB;06-LĐ/TT,45/2019/QH14;35-L/CTN;85/2015/NĐ-CP;05-TT/LB,12/2022/NĐ-CP;95/2013/NĐ-CP;195-CP;10/2012/QH13;06-LĐ/TT,45/2019/QH14|Điều 137;35-L/CTN|Điều 115;85/2015/NĐ-CP|Điều 7;12/2022/NĐ-CP|Điều 28;95/2013/NĐ-CP|Điều 18;195-CP|Điều 3;10/2012/QH13|Điều 155,,
1615,3,4,45/2019/QH14;35-L/CTN;10/2012/QH13,45/2019/QH14;35-L/CTN,10/2012/QH13,45/2019/QH14|Điều 97;35-L/CTN|Điều 76;35-L/CTN|Điều 59;10/2012/QH13|Điều 96,,
1616,2,4,50/2005/QH11;44-L/CTN,50/2005/QH11,44-L/CTN,50/2005/QH11|Điều 142;50/2005/QH11|Điều 144;44-L/CTN|Điều 816;44-L/CTN|Điều 802,,
1617,1,1,,,,,,
1618,2,3,,,,,,153/2020/NĐ-CP
1619,2,2,,,,19/2016/TT-BYT|Điều 5,,
1620,8,10,68/2014/QH13;14/2003/QH11;47-LCT/HĐNN8;13/1999/QH10;59/2020/QH14;60/2005/QH11;39-L/CTN;17/2023/QH15,68/2014/QH13;14/2003/QH11;47-LCT/HĐNN8,13/1999/QH10;59/2020/QH14;60/2005/QH11;39-L/CTN;17/2023/QH15,68/2014/QH13|Điều 152;14/2003/QH11|Điều 33;47-LCT/HĐNN8|Điều 38;13/1999/QH10|Điều 85;59/2020/QH14|Điều 156;13/1999/QH10|Điều 81;60/2005/QH11|Điều 111;39-L/CTN|Điều 31;17/2023/QH15|Điều 67;47-LCT/HĐNN8|Điều 40,,
